,F00,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,class
0,,0.4307696148617918,-0.6094994359104167,0.15315418239854434,-0.244014038008304,1.5156025214413313,0.15315418239854434,0.9502077569593195,-0.5335769980219189,0.15315418239854434,-1.1886354779804253,0.11702248998172197,0,D,0.07874714773404355,1
1,,0.9268323520009476,-1.2320671164919768,-2.397644683955769,-2.1477072763952645,-0.9077091215363603,-2.397644683955769,-3.431166127968449,-0.8516323896980897,-2.397644683955769,-0.6144147534652952,-0.6412442891064618,0,C,-0.277881360252915,1
2,,1.4887235938589531,1.7320964193551585,-0.24787178851272548,2.564818831648015,-0.7441214163436096,-0.24787178851272548,-0.29834037191846563,-0.2765400513476937,-0.24787178851272548,1.39520465794913,-0.29021106786675505,6,B,1.0706341260073668,0
3,,0.47662283141604717,0.4943156049034333,0.5851310692245978,0.4345264036519664,-0.6709928516092296,0.5851310692245978,1.5272642709290993,0.3704843862355635,0.5851310692245978,-0.5491078049154519,0.009127846639210561,0,B,0.5243132493666077,1
4,,1.8732066662628273,-0.39967711617466173,-1.7686740062767294,0.6005751757106742,0.27409199117535094,-1.7686740062767294,-2.1476042940965776,0.6238491962865024,-1.7686740062767294,-0.3870725585833923,-0.4704362999542319,3,D,0.4119541567473136,2
5,,-0.9972249614438018,0.6206020114134598,0.9327468443162702,0.509387956798858,0.03493013729884751,0.9327468443162702,0.5804573576257068,-0.8239955527955442,0.9327468443162702,1.7146982013395276,-0.3161375085029642,2,B,0.3337526790636153,0
6,,0.7989438901185203,1.9049911314012162,-0.2580156826338891,-0.47623479571185334,-1.3522052555153434,-0.2580156826338891,0.48139981175776636,-1.2406033790146318,-0.2580156826338891,-1.2909155713636822,-1.1362285971276136,0,D,1.3664742086311867,1
7,,1.288858150209036,-0.16233077859973916,-2.0621149789079376,-1.735282618949845,1.2411284837958396,-2.0621149789079376,-2.473120581338024,-0.009108991053718101,-2.0621149789079376,-1.1384445475498528,0.71542893344649,6,B,0.19746356172614338,1
8,0.5265062062583739,0.06684556943210967,-2.231296465760581,-0.642621407781896,-1.6203057395482192,0.3151824107915045,-0.642621407781896,-0.5603143481036739,1.329022116096827,-0.642621407781896,-1.268875217550178,-0.41028784242077976,1,B,-0.9050500147907621,1
9,,0.06461860228277841,-0.5772109097547499,-1.356761099848092,-4.370000608686211,2.465665254499951,-1.356761099848092,-0.8349582203355744,-0.7301951956828183,-1.356761099848092,-3.519281004147182,0.4162615130027448,1,B,0.15733734014854608,1
10,,0.08206903174849638,-0.7623677716413764,0.6331208193984196,0.30106608777941524,-1.201246108796487,0.6331208193984196,1.5580380066307558,-1.0416486801224323,0.6331208193984196,-1.3023671574815574,-0.3100148935795386,1,B,-0.10737197531518872,1
11,,0.7014620120819546,1.0263582493630323,1.340426487358389,3.0086784109827343,1.4342002900400121,1.340426487358389,2.3401606252731537,-0.5374400486814319,1.340426487358389,0.643625762658198,-2.018993325570238,0,C,0.7574811371075713,1
12,,0.49831301366291164,1.0353943145046787,-0.2373287745882457,-0.8699162598252539,0.41216813513233297,-0.2373287745882457,0.2616737959775737,-1.9941029852811372,-0.2373287745882457,-0.7848949430544977,1.1803227998741608,0,B,0.9280001623427561,1
13,,0.024796206725086502,0.650513847235559,0.33633286636125076,-0.047498727769273774,0.8244841498789163,0.33633286636125076,0.5518574056754832,-0.4160740333842477,0.33633286636125076,0.5207073547118432,-0.8687436400796293,1,C,0.29915851850622305,0
14,0.13013279319126858,1.6709717767947088,-0.845709269797954,-0.8166760946166359,1.5593172858053026,-0.7454179664436288,-0.8166760946166359,-0.702754747295222,0.9884064220673225,-0.8166760946166359,-0.09031352110455604,-0.7316422136579898,3,B,-0.5333609956568792,0
15,,0.7057065931515739,0.22780567378126154,-0.22265279284746092,1.9193954231220882,-0.8679210137562441,-0.22265279284746092,-0.6836381051838689,-0.5842259909361742,-0.22265279284746092,1.4405878822221487,1.5489793210148557,0,B,0.16390318574564103,0
16,,0.8465694444515965,0.9374004043879571,-0.5494657682984133,0.19606176616179627,-1.0194222522206688,-0.5494657682984133,-0.4220486027579581,0.6643112107626206,-0.5494657682984133,-0.359850386396952,-0.6853138073859467,0,D,0.8345665853477269,1
